,Id,BsmtQual_Mapping,BsmtCond_Mapping,BsmtExposure_Mapping,BsmtFinType1_Mapping,BsmtFinType2_Mapping,ExterQual_Mapping,ExterCond_Mapping,Electrical_Mapping,FireplaceQu_Mapping,Fence_Mapping,GarageQual_Mapping,GarageCond_Mapping,GarageFinish_Mapping,HeatingQC_Mapping,KitchenQual_Mapping,LotShape_Mapping,PoolQC_Mapping,Utilities_Mapping,MSSubClass_Recategory,MSZoning_Recategory,LotConfig_Recategory,BldgType_Recategory,Condition1_Recategory,Condition2_Recategory,Fence_Recategory,Functional_Recategory,HouseStyle_Recategory,RoofStyle_Recategory,RoofMatl_Recategory,MasVnrType_Recategory,GarageType_Recategory,GarageFinish_Recategory,SaleType_Recategory,SaleCondition_Recategory,OverallQual_Recategory,OverallCond_Recategory,LotFrontage,LotArea,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Street,Alley,LotShape,LandContour,LandSlope,Foundation,Heating,CentralAir,MiscFeature,SalePrice
60,61,4,3,1,5,1,3,3,5,0,0,3,3,1,5,4,1,0,4,20,R,Inside,1Fam,RRAe,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,New,Nonormal,6,5,63.0,13072,0,217,1158,1158,0,0,1158,1,0,1,1,3,1,5,0,2006.0,2,576,0,50,0,0,0,0,0,5,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,158000
61,62,3,2,1,1,1,3,3,5,0,0,3,3,1,3,2,1,0,4,75,R,Inside,1Fam,Norm,Norm,,Typ,2.5Unf,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,7,60.0,7200,0,530,530,581,530,0,1111,0,0,1,0,3,1,6,0,1935.0,1,288,0,0,144,0,0,0,0,3,2007,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,N,,101000
62,63,4,4,2,6,1,4,3,5,4,0,3,3,2,5,4,2,0,4,120,R,Inside,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,44.0,6442,0,1346,1370,1370,0,0,1370,0,0,2,0,2,1,6,1,2006.0,2,484,120,49,0,0,0,0,0,10,2007,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,202500
63,64,3,3,1,1,1,3,3,5,0,4,3,3,1,4,3,2,0,4,70,R,Inside,1Fam,RRAn,Feedr,GdPrv,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,7,6,50.0,10300,0,576,576,902,808,0,1710,0,0,2,0,3,1,9,0,1990.0,2,480,12,11,64,0,0,0,0,4,2010,Pave,,IR1,Bnk,Gtl,BrkTil,GasA,Y,,140000
64,65,4,3,1,6,1,3,3,5,0,4,3,3,2,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,GdPrv,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,,9375,0,318,1057,1057,977,0,2034,1,0,2,1,3,1,8,0,1998.0,2,645,576,36,0,0,0,0,0,2,2009,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,219500
65,66,5,3,3,1,1,4,3,5,4,0,3,3,2,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,76.0,9591,0,1143,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,2004.0,3,852,192,151,0,0,0,0,0,10,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,317000
66,67,4,3,4,6,1,3,3,5,4,0,3,3,2,3,3,1,0,4,20,R,Inside,1Fam,PosA,Norm,,Min1,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,,19900,0,1035,1947,2207,0,0,2207,1,0,2,0,3,1,7,1,1970.0,2,576,301,0,0,0,0,0,0,7,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,180000
67,68,4,3,3,6,1,4,3,5,0,0,3,3,2,5,4,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,72.0,10665,0,440,1453,1479,0,0,1479,1,0,2,0,3,1,7,0,2003.0,2,558,144,29,0,0,0,0,0,6,2007,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,226000
68,69,3,3,1,1,1,3,4,5,0,0,3,3,1,3,3,1,0,4,30,R,Corner,1Fam,Artery,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,4,6,47.0,4608,0,747,747,747,0,0,747,0,0,1,0,2,1,4,0,1945.0,1,220,0,0,0,0,0,0,0,6,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,80000
69,70,3,3,1,4,1,4,3,5,3,0,3,3,3,3,3,1,0,4,50,R,Corner,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,7,4,81.0,15593,0,701,1304,1304,983,0,2287,0,0,2,0,3,1,7,1,1953.0,2,667,0,21,114,0,0,0,0,7,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasW,Y,,225000
70,71,4,3,4,5,1,3,4,5,4,0,3,3,3,5,3,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,7,6,95.0,13651,0,343,2223,2223,0,0,2223,1,0,2,0,3,1,8,2,1973.0,2,516,300,0,0,0,0,0,0,2,2007,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,244000
71,72,3,3,1,5,1,3,3,5,0,0,3,3,1,3,3,1,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,6,69.0,7599,0,280,845,845,0,0,845,1,0,1,0,2,1,4,0,1987.0,2,360,0,0,0,0,0,0,0,6,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,129500
72,73,4,3,1,1,1,3,3,5,3,0,3,3,3,4,3,2,0,4,60,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,7,5,74.0,10141,0,832,832,885,833,0,1718,0,0,2,1,3,1,7,1,1998.0,2,427,0,94,0,0,291,0,0,12,2009,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,185000
73,74,3,3,1,5,4,3,3,5,0,2,3,3,1,4,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,GdWo,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,5,7,85.0,10200,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,1989.0,2,490,0,0,0,0,0,0,0,5,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,144900
74,75,2,3,1,1,1,4,4,5,0,0,3,3,1,4,3,1,0,4,50,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,3,6,60.0,5790,0,840,840,840,765,0,1605,0,0,2,0,3,2,8,0,1915.0,1,379,0,0,202,0,0,0,0,5,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,N,,107400
75,76,4,3,4,6,1,3,3,5,0,2,3,3,1,3,3,1,0,4,180,R,Inside,Twnhs,Norm,Norm,GdWo,Typ,SLvl,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,4,5,21.0,1596,0,0,462,526,462,0,988,1,0,1,0,2,1,5,0,1973.0,1,297,120,101,0,0,0,0,0,11,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,91000
76,77,3,3,1,5,1,3,3,4,0,0,3,3,1,5,3,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,7,,8475,0,724,952,952,0,0,952,0,0,1,0,2,1,4,0,1956.0,1,283,0,0,0,0,0,0,0,4,2008,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,135750
77,78,3,3,1,4,6,3,3,5,0,3,3,3,1,3,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,MnPrv,Min1,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,5,50.0,8635,41,295,672,1072,213,0,1285,1,0,1,0,2,1,6,0,1948.0,1,240,0,0,0,0,0,0,0,1,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,127000
78,79,3,3,1,1,1,3,3,5,0,0,0,0,0,3,3,1,0,4,90,R,Inside,Duplex,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,,,WD,Normal,4,5,72.0,10778,0,1768,1768,1768,0,0,1768,0,0,2,0,4,2,8,0,,0,0,0,0,0,0,0,0,0,4,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,N,,136500
79,80,3,3,1,1,1,3,3,5,0,3,3,3,1,4,3,1,0,4,50,R,Corner,1Fam,Norm,Norm,MnPrv,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,6,60.0,10440,0,440,440,682,548,0,1230,0,0,1,1,2,1,5,0,1966.0,2,440,74,0,128,0,0,0,0,5,2009,Pave,Grvl,Reg,Lvl,Gtl,PConc,GasA,Y,,110000
80,81,4,3,1,3,1,3,4,5,4,0,3,3,3,3,4,1,0,4,60,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,6,6,100.0,13000,0,448,896,1182,960,0,2142,0,0,2,1,4,1,8,1,1968.0,1,509,0,72,0,0,252,0,0,6,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,193500
81,82,5,4,1,6,1,3,4,5,0,0,3,3,3,5,3,1,0,4,120,R,FR,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,6,5,32.0,4500,0,36,1237,1337,0,0,1337,1,0,2,0,2,1,5,0,1998.0,2,405,0,199,0,0,0,0,0,3,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,153500
82,83,4,3,1,6,1,3,3,5,4,0,3,3,2,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,78.0,10206,0,1530,1563,1563,0,0,1563,0,0,2,0,3,1,6,1,2007.0,3,758,144,99,0,0,0,0,0,10,2008,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,245000
83,84,3,3,1,1,1,3,3,5,0,0,3,3,1,4,3,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,Detchd,Unf,COD,Normal,5,5,80.0,8892,0,1065,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,1974.0,2,461,74,0,0,0,0,0,0,7,2007,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,126500
84,85,4,3,1,1,1,3,3,5,3,0,3,3,3,4,3,2,0,4,80,R,Inside,1Fam,Norm,Norm,,Typ,SLvl,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,7,5,,8530,0,384,384,804,670,0,1474,0,0,2,1,3,1,7,1,1995.0,2,400,120,72,0,0,0,0,700,5,2009,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,Shed,168500
85,86,4,3,1,1,1,4,3,5,3,0,3,3,1,5,4,1,0,4,60,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,121.0,16059,0,1288,1288,1301,1116,0,2417,0,0,2,1,4,1,9,1,1991.0,2,462,127,82,0,0,0,0,0,4,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,260000
86,87,4,3,3,1,1,4,3,5,4,0,3,3,3,5,4,3,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,6,5,122.0,11911,0,684,684,684,876,0,1560,0,0,2,1,3,1,6,1,2005.0,2,400,100,38,0,0,0,0,0,3,2009,Pave,,IR2,Lvl,Gtl,PConc,GasA,Y,,174000
87,88,4,3,3,1,1,4,3,5,0,0,3,3,2,5,4,1,0,4,160,R,Corner,TwnhsE,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,Detchd,Unf,New,Nonormal,6,5,40.0,3951,0,612,612,612,612,0,1224,0,0,2,1,2,1,4,0,2009.0,2,528,0,234,0,0,0,0,0,6,2009,Pave,Pave,Reg,Lvl,Gtl,PConc,GasA,Y,,164500
88,89,3,2,1,1,1,2,2,5,0,3,0,0,0,3,2,2,0,4,50,C (all),Corner,1Fam,Feedr,Feedr,MnPrv,Typ,1.5Fin,NFlt,CompShg,None,,,ConLD,Abnorml,3,2,105.0,8470,0,1013,1013,1013,0,513,1526,0,0,1,0,2,1,6,0,,0,0,0,0,156,0,0,0,0,10,2009,Pave,,IR1,Lvl,Gtl,CBlock,GasA,N,,85000
89,90,4,3,1,6,1,3,3,5,0,0,0,0,0,5,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,,,WD,Normal,4,5,60.0,8070,0,402,990,990,0,0,990,1,0,1,0,3,1,5,0,,0,0,0,0,0,0,0,0,0,8,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,123600
90,91,0,0,0,0,0,3,3,4,0,0,3,3,1,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,5,60.0,7200,0,0,0,1040,0,0,1040,0,0,1,0,2,1,4,0,1950.0,2,420,0,29,0,0,0,0,0,7,2006,Pave,,Reg,Lvl,Gtl,Slab,GasA,Y,,109900
91,92,3,3,1,3,1,3,3,5,0,2,3,3,1,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,GdWo,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Abnorml,5,3,85.0,8500,0,635,1235,1235,0,0,1235,0,0,1,0,2,1,6,0,1961.0,2,480,0,0,0,0,0,0,0,12,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,98600
92,93,4,3,1,5,1,3,4,5,0,0,3,3,1,5,3,2,0,4,30,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,7,80.0,13360,0,163,876,964,0,0,964,1,0,1,0,2,1,5,0,1921.0,2,432,0,0,44,0,0,0,0,8,2009,Pave,Grvl,IR1,HLS,Gtl,BrkTil,GasA,Y,,163500
93,94,3,2,2,3,1,3,3,5,4,0,3,3,1,5,3,1,0,4,190,C (all),Corner,2fmCon,Norm,Norm,,Typ,2.5Unf,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,6,60.0,7200,0,168,1214,1260,1031,0,2291,0,1,2,0,4,2,9,1,1900.0,2,506,0,0,0,0,99,0,0,11,2007,Pave,,Reg,Lvl,Gtl,BrkTil,GasW,N,,133900
94,95,4,3,1,6,1,3,4,5,0,0,3,3,2,5,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,5,69.0,9337,0,176,824,905,881,0,1786,1,0,2,1,3,1,7,0,1997.0,2,684,0,162,0,0,0,0,0,5,2007,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,204750
95,96,4,4,1,5,1,5,4,5,3,0,3,3,3,4,3,3,0,4,60,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,6,8,,9765,0,370,680,680,790,0,1470,0,0,2,1,3,1,6,1,1993.0,2,420,232,63,0,0,0,0,480,4,2009,Pave,,IR2,Lvl,Gtl,PConc,GasA,Y,Shed,185000
96,97,4,3,3,5,1,4,3,5,0,0,3,3,2,5,4,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,78.0,10264,0,426,1588,1588,0,0,1588,0,0,2,0,3,1,6,0,1999.0,2,472,158,29,0,0,0,0,0,8,2006,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,214000
97,98,3,3,1,3,1,3,3,3,0,0,3,3,3,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,4,5,73.0,10921,0,440,960,960,0,0,960,1,0,1,0,3,1,6,0,1965.0,1,432,120,0,0,0,0,0,0,5,2007,Pave,,Reg,HLS,Gtl,CBlock,GasA,Y,,94750
98,99,3,3,1,5,1,3,3,5,0,0,2,3,1,2,3,1,0,4,30,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,COD,Abnorml,5,5,85.0,10625,0,350,458,835,0,0,835,0,0,1,0,2,1,5,0,1920.0,1,366,0,0,77,0,0,0,400,5,2010,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,N,Shed,83000
99,100,3,3,1,5,1,3,3,5,0,0,0,0,0,2,3,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,,,WD,Normal,4,5,77.0,9320,0,381,950,1225,0,0,1225,1,0,1,1,3,1,6,0,,0,0,352,0,0,0,0,0,400,1,2010,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,Shed,128950
100,101,3,3,2,5,1,3,3,5,3,0,3,3,2,4,4,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,7,,10603,0,410,1610,1610,0,0,1610,1,0,2,0,3,1,6,2,1977.0,2,480,168,68,0,0,0,0,0,2,2010,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,205000
101,102,4,3,1,1,1,4,3,5,3,0,3,3,3,3,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,6,5,77.0,9206,0,741,741,977,755,0,1732,0,0,2,1,3,1,7,1,1985.0,2,476,192,46,0,0,0,0,0,6,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,178000
102,103,0,0,0,0,0,3,2,5,0,0,3,3,1,3,3,1,0,4,90,R,Inside,Duplex,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Nonormal,5,5,64.0,7018,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,1979.0,2,410,0,0,0,0,0,0,0,6,2009,Pave,,Reg,Bnk,Gtl,Slab,GasA,Y,,118964
103,104,4,3,1,1,1,3,3,5,0,0,3,3,2,5,4,2,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,5,94.0,10402,0,1226,1226,1226,0,0,1226,0,0,2,0,3,1,6,0,2009.0,3,740,0,36,0,0,0,0,0,5,2010,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,198900
104,105,3,3,1,2,1,3,2,3,3,0,3,3,1,5,3,1,0,4,50,R,Corner,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,7,4,,7758,0,816,1040,1226,592,0,1818,0,0,1,1,4,1,7,2,1951.0,1,240,0,0,0,0,184,0,0,6,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,169500
105,106,5,3,1,1,1,4,3,5,4,0,3,3,2,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,75.0,9375,0,1053,1053,1053,939,0,1992,0,0,2,1,3,1,9,1,2003.0,2,648,140,45,0,0,0,0,0,8,2008,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,250000
106,107,2,3,1,1,1,3,3,5,0,0,2,2,1,4,3,1,0,4,30,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,7,60.0,10800,0,641,641,1047,0,0,1047,0,0,1,0,2,1,6,0,1954.0,1,273,0,0,0,0,0,0,450,8,2007,Pave,Grvl,Reg,Lvl,Gtl,BrkTil,GasA,Y,Shed,100000
107,108,3,3,1,5,4,3,3,5,0,0,3,3,1,5,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Nonormal,5,5,50.0,6000,169,516,789,789,0,0,789,0,0,1,0,2,1,5,0,1948.0,1,250,0,0,0,0,0,0,0,4,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,115000
108,109,3,3,1,1,1,3,3,3,0,0,0,0,0,3,2,1,0,4,50,R,Corner,1Fam,Artery,Norm,,Typ,1.5Fin,NFlt,CompShg,None,,,WD,Normal,5,7,85.0,8500,0,793,793,997,520,0,1517,0,0,2,0,3,1,7,0,,0,0,0,0,144,0,0,0,0,8,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasW,N,,115000
109,110,4,3,1,4,1,3,3,5,3,3,3,3,2,5,3,2,0,4,20,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,COD,Normal,6,6,105.0,11751,0,1139,1844,1844,0,0,1844,0,0,2,0,3,1,7,1,1977.0,2,546,0,122,0,0,0,0,0,1,2010,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,190000
110,111,3,2,1,3,1,3,3,5,0,0,3,3,1,4,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,4,75.0,9525,0,550,994,1216,639,0,1855,0,0,2,0,4,1,7,0,1954.0,1,325,182,0,0,0,0,0,0,10,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,136900
111,112,4,3,1,6,1,3,3,5,3,0,3,3,3,5,3,2,0,4,80,R,Inside,1Fam,Norm,Norm,,Typ,SLvl,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,7,5,,7750,0,134,384,774,656,0,1430,0,0,2,1,3,1,7,1,2000.0,2,400,180,0,0,0,0,0,0,4,2010,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,180000
112,113,5,3,3,6,1,4,3,5,4,0,3,3,3,5,5,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,New,Nonormal,7,5,77.0,9965,0,280,1264,1282,1414,0,2696,1,0,2,1,4,1,10,1,2007.0,3,792,120,184,0,0,168,0,0,10,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,383970
113,114,4,3,2,5,3,3,4,5,4,3,3,3,1,3,4,1,0,4,20,R,Corner,1Fam,Norm,Norm,MnPrv,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,COD,Abnorml,6,5,,21000,869,905,1809,2259,0,0,2259,1,0,2,0,3,1,7,2,1953.0,2,450,166,120,192,0,0,0,0,10,2007,Pave,,Reg,Bnk,Gtl,CBlock,GasA,Y,,217000
114,115,3,3,1,5,2,3,3,5,3,3,3,3,1,5,4,2,0,4,70,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,8,61.0,7259,150,104,1028,1436,884,0,2320,1,0,2,1,3,1,9,1,1945.0,1,180,224,0,0,0,0,0,0,7,2007,Pave,,IR1,Lvl,Mod,CBlock,GasA,Y,,259500
115,116,4,3,1,6,1,3,3,5,2,0,3,3,1,4,3,1,0,4,160,R,Corner,TwnhsE,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,6,5,34.0,3230,0,310,729,729,729,0,1458,0,0,2,1,2,1,5,1,1999.0,2,440,0,32,0,0,0,0,0,6,2007,Pave,Pave,Reg,Lvl,Gtl,PConc,GasA,Y,,176000
116,117,3,3,1,2,4,3,3,5,1,0,3,3,1,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,5,5,,11616,670,252,1092,1092,0,0,1092,0,1,1,0,3,1,6,1,1962.0,1,288,0,20,144,0,0,0,0,9,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,139000
117,118,4,3,1,1,1,3,3,5,0,0,3,3,1,4,3,1,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,New,Nonormal,5,5,74.0,8536,0,1125,1125,1125,0,0,1125,0,0,1,1,2,1,5,0,2007.0,2,430,80,64,0,0,0,0,0,4,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,155000
118,119,4,3,2,6,1,3,3,5,3,0,3,3,1,4,4,1,0,4,60,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,5,90.0,12376,0,203,1673,1699,1523,0,3222,1,0,3,0,5,1,11,2,1990.0,3,594,367,0,0,0,0,0,0,5,2010,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,320000
119,120,4,3,1,1,1,4,3,5,4,0,3,3,3,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,New,Nonormal,6,5,65.0,8461,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2005.0,2,390,0,24,0,0,0,0,0,7,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,163990
120,121,3,3,4,5,1,3,3,5,3,0,3,3,1,5,3,2,0,4,80,R,CulDSac,1Fam,Norm,Norm,,Typ,SLvl,Flat,NComp,None,BuiltInGarage,Unf,WD,Normal,6,5,,21453,0,0,938,988,0,0,988,1,0,1,0,1,1,4,2,1969.0,2,540,0,130,0,130,0,0,0,10,2006,Pave,,IR1,Low,Sev,CBlock,GasA,Y,,180000
121,122,3,3,1,1,1,3,3,5,0,3,3,3,1,4,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,5,50.0,6060,0,732,732,772,351,0,1123,0,0,1,0,3,1,4,0,1979.0,1,264,0,0,140,0,0,0,0,6,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,100000
122,123,3,3,1,4,1,3,4,5,0,0,3,3,1,4,3,1,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,7,75.0,9464,0,510,1080,1080,0,0,1080,0,0,1,0,3,1,5,0,1958.0,1,288,0,0,0,0,130,0,0,6,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,136000
